labels	text
O O O	go to setting
O O O	turn socket off
O O O O O B_podcast_descriptor I_podcast_descriptor I_podcast_descriptor	play that podcast i was listening to yesterday
U_event_name O B_date	meeting this friday
O O O O O O O O	i do not catch up with you .
O O O O O O O B_date	what will the weather be like on saturday
O O O O O O B_house_place I_house_place	turn off the light in the living room
O O O O O O O O B_list_name I_list_name O O O O O	i want to start a new list of power tools on sale at true value
O O O O	turn the light off
O O O B_transport_type O B_date	what are the train times today
O O O B_food_type O B_order_type	call and order pizza for delivery
O O O O O O O O B_house_place	increase the intensity of the lighting in the room
O O O O O B_relation	show me emails from my friends
O O O O O B_radio_name I_radio_name I_radio_name I_radio_name I_radio_name I_radio_name I_radio_name	i want to listen to one oh one point one the whiz
O O O O	how to calculate trigonametry
O O O O O O O O O O O B_music_descriptor I_music_descriptor O B_artist_name I_artist_name	i 'd love to hear any song that i 've given five stars by serge gainsbourg
O O O B_change_amount I_change_amount	dim the lights a bit
O O	erase events
O O B_event_name I_event_name I_event_name O O O O B_date	please add dinner with mary to my calendar on saturday
O O O B_food_type I_food_type I_food_type I_food_type O O B_business_name I_business_name I_business_name	hey order two wings with french fries from the chinese food store
O O O O O	thank you , olly .
O O O O O O B_place_name	what is the current time in california
O O O O O O O O B_list_name O	can you tell me what s on my shopping list
O O O O O O O	you 've done the command correcly .
O O O O O O B_place_name I_place_name I_place_name O O O B_transport_type	how far is the distance to rccg ikoyi lagos from here by train
O O O O O	which alarms do i have
O B_event_name I_event_name O B_date I_date	cancel dentist appointment for this week
O O B_list_name O	erase the chore list
O O O O O O B_date I_date	what highly rated movies are playing this weekend
O O O O O B_relation O B_relation	send email how are you dad to dad
O B_device_type I_device_type I_device_type O	turn wemo plug socket on
O O O O O O	please make some coffee for me
O O O O O O O	will you please show me my lists
O O O O O B_business_name O	what is the stock for hp company
O B_person I_person B_event_name I_event_name O B_time I_time I_time I_time I_time I_time I_time I_time I_time B_date O O O	add jane 's birthday party at one hundred and twenty three main for two pm tomorrow on my calendar
O O O O	turn off my alarms
O O O O O B_food_type	i need a recipe for spaghetti
O B_game_name O	play uno together
O O O O O O O O O O	i need to see if i got any new email
O O B_business_name I_business_name O O O	what is apple 's current stock price
O O O O O O O O B_place_name	could you please check the traffic to our home
O O O O O O O	i need to figure out this percentage
O B_definition_word O O O	describe london for me please
O O O O O O O O O	shit , that is n't what i wanted .
O O O O O O B_place_name I_place_name O	i need the arrival time for new york train
O O O O O O O	my games to play in my computers
O O O B_business_type I_business_type I_business_type B_place_name I_place_name I_place_name	give me all ice cream shops within two miles
O O O O O O	start my most recently played podcast
O O O O O O	what is fourteen divided by two
O O O B_device_type I_device_type O	turn off my bedside lamp please
O O O O O O O O O	thanks but i think it 's wrong response .
O B_media_type O O B_general_frequency I_general_frequency I_general_frequency O O O	my facebook update in every three hour should be available
O O O O B_food_type B_business_type O O	what is the best italian restaurant around here
O O O O O B_place_name	how is the traffic in florida
O O B_place_name O O	train to athens how to
O O	speak louder
O O O O O B_place_name O B_place_name	tell me the direction to miami from chicago
O O O O O O O O O	please would you repeat what you 've said .
O O O O B_joke_type O	do you know any good jokes
O O B_date O	what 's today date
O O O O B_currency_name I_currency_name I_currency_name O B_currency_name	show conversion rate of u. s. d. and euro
O O O O O O	how do i deglaze a pan
O O B_radio_name I_radio_name I_radio_name I_radio_name I_radio_name O O O B_time I_time	start playing fm ninety six point five when it is one pm
O O O O B_event_name O O	what is the date easter falls on
O O B_device_type	please start vacuum
O O O	latest movie releases
O O O O O	tune into my selected station
O O O O O O O O	i would like you check detail please .
O O O O O O O	tell me why relationships are so hard
O O O B_date	any traffic issues today
O O O O O O O B_date	just let me know the current date today
O O O O O O O O O B_place_name I_place_name	add lowes hardware to my contact emails located in cleveland ohio
O O O O O O O	can you make it a little quieter
O O O O O O O	yeah you got your understanding perfectly .
O O O B_change_amount I_change_amount	decrease the volume to ten
O O O O O O O O O O O O	how many mega pixel is listed in the description of the canon
O O B_order_type	free home delivery
U_business_name O O	google stock price
O O O	turn off light
O O O O O O O O O O O O	what does the traffic look like on my usual route to work
O O O O B_order_type	how long until my takeaway
O O O B_transport_type O O B_place_name I_place_name I_place_name	book a rajdhani train ticket from mumbai to ahmedabad
O O O O O B_food_type O B_business_name I_business_name I_business_name	i want to order a pizza from michael 's pizza
O O O O O O O O	which lists are present in the notes app
O O O O O O O O B_event_name I_event_name I_event_name O B_date O B_time I_time I_time	do n't let me forget i have a parent teacher conference this monday at four hundred pm
O O	sorry .
O O B_business_type O O O	recommend a restaurant with medium expense
O O O O O O O O	i 'd like you confirm it please .
O O B_house_place O	turn off garage light
O O B_order_type O O O	start a takeaway order for me
O O O B_change_amount I_change_amount	raise the volume to fifty
O O O O B_event_name I_event_name O O O	time time is the holiday party at the office
O O O O	confirm that please .
O O O O O O O O O O	s1 , please explain me more on your answers .
O O O O O O B_place_name O B_transport_type	reserve a ticket to go to destination by train
O O O B_place_name I_place_name O O	what about the new york city traffic
O O O O O O O O O O O	uhh no , you did n't interpret the request right .
O O O O B_food_type I_food_type I_food_type I_food_type O O O	i want to cook pasta in american style show me how
O O O B_event_name B_date	are there any accidents today
O O O O B_date I_date O O B_relation I_relation B_event_name	add a reminder for april twenty as my bro 's birthday
O B_person I_person O	answer paul 's email
O O O O	what is traffic like
O O O O B_business_name I_business_name	where is the closest sweet frog
O O O B_time I_time O O O O O O B_place_name	if it is six am here what time is it in tokyo
O B_app_name	open grubhub
O O O O O O	the song in background is cool
O O O O O O O O O	it is useful , thank you so much .
O O B_place_name I_place_name O	what is home town weather
O O B_transport_type O O B_place_name	order a train ticket to boston
O B_audiobook_name I_audiobook_name I_audiobook_name O O	open the two towers and play
O O O O O O	yeap amazing response to command .
O O O B_transport_type O	travel book a train ticket
O O O O O O O O O O B_song_name I_song_name	what the singer meant by the title of the song bohemian rhapsody
O O B_business_name O O O B_date	what did apple stock close at yesterday
O B_artist_name I_artist_name O	initiate celine dion music
O O O O O O O O O O	did you get the last thing i said correctly ?
O O O O O O O O O	no , you gave me not correct information .
O O O B_artist_name	play songs by adele
O B_person B_personal_info O B_place_name	does bob live in france
U_media_type B_business_name I_business_name	tweet consumer service
O O B_time I_time O	cancel my three pm alarm
O O O O O O O O O	is there any traffic on my way to work
O O B_device_type I_device_type I_device_type	hey start vacuum cleaner robot
O O O O O O O B_person	beep when i get an email from john
O O O	delete my list
O O O O B_time I_time	disable the alarm at ten am
O O O B_transport_type O O O B_time	please purchase a train ticket for this weekend
O O O O O B_business_type I_business_type	order one coffee from nearest coffee shop
O O O O O	play stuff you should know
O O	exact .
B_game_name I_game_name I_game_name I_game_name	tag you 're it
O O O O B_media_type O B_date	what 's happening on bbc news today
O O O O O O O O O	can you tell me what said once more .
O O O O O B_song_name I_song_name	i want to listen to electric slide
O O B_currency_name O B_currency_name	what is dollars in pesos
O O O	brew my coffee
O O O O O O O O O O	find me the cheapest place to buy a new backpack
O O O B_color_type O	make the lights blue please
O O O O O B_person I_person	birth date for movie star keanu reeves
O O B_time I_time O	clear my nine am alarms
O O O O O B_place_name	how are things in the world
O O O O O O O O O O	can you take off the next event on my calendar
O O O O O B_movie_name I_movie_name	what is a movie like star wars
O O O O B_time I_time B_date	set an alarm at six am tomorrow
O O O O B_food_type	how do i make meatloaf
O O O O O O O	thanks for the response , olly .
O B_business_type O B_place_name I_place_name	show shops around second street
B_media_type I_media_type O	usa today headlines
O O B_person I_person B_media_type O	search for pink 's youtube channel
O O O O	play the radio station
O O O O B_place_name	report the time in miami
O B_radio_name I_radio_name I_radio_name I_radio_name	channel seventy two point five
O O O O	who delivers near here
O O O O B_transport_type O O B_place_name	bring me ticket of train to city leeds
O O B_weather_descriptor O O O B_place_name O B_date	how much snow has fallen in maine since yesterday
O B_house_place O O O B_color_type	change house light colors to blue
O O O O O O O O O	hello you have a send an email to someone
O O O O O O B_media_type	tell me what 's trending on twitter
O B_business_type O O O O	what restaurants are open near me
O O O B_food_type O B_food_type I_food_type I_food_type O O	order a medium pizza with pepperoni and bacon on its
O O O B_business_name	take me to tnagar
O O O O O O O O	i do n't really mind for anything .
O O	tell joke
O O O O B_device_type O	can you put the vacuum on
O O O O B_news_topic I_news_topic	find me news about trumps speech
O O O	yeah wonderful .
O O O O O O O O O	please explain me about your words once again .
O O O O O O O O O	have no idea regarding to which to choose .
O O O O O O	add the song to my favorites
O O O O B_ingredient I_ingredient O	what is a good vegan egg substitute
O O O O O O O	show me how to cook a recipe
O O O B_definition_word I_definition_word O O	what does a beech tree look like
O O O O O B_date	what is the weather this friday
U_player_setting O B_media_type O O O O O O O O O	resume my audiobook from the beginning of the last chapter i started
O O B_person I_person	read about mary s.
O O O B_food_type O B_business_name I_business_name I_business_name I_business_name I_business_name	find and order rasgulla of janta sweet home pvt ltd
O O O O O O O O	i need to hear that sentence again .
O O O	bring up lights
O O O O B_business_type I_business_type O O	please list the best clothing shops near me
O O O O O O	can you please shut up .
O O O O B_news_topic B_date	what s happening in football today
O O B_relation I_relation O O O	is there valet service at the event
O O O B_relation O O O O	send email to mom asking about the weather
O O O O O B_place_name I_place_name	what time is it in another city
O O O O B_song_name I_song_name	i want to hear surfin usa
O O O B_list_name O O O O O O	eliminate the list kickball but make sure the contacts remain
O B_date I_date O B_radio_name I_radio_name I_radio_name I_radio_name	play yesterday 's hot ninety seven morning show
O O O O O	would n't really care .
O O O O O	got the answer exactly .
O O O	any good movies
O B_media_type O B_audiobook_name	play audiobook of planets
O O	reset alarm
O O O O O O B_alarm_type I_alarm_type O	what time is set for my wake up alarm
B_time I_time O	one pm removed
O O O O O B_date I_date	tell me the weather for this week
O O B_transport_agency O O	book an uber for me
O O	find radio
O O O O O	clear everything from the calendar
O O O O O	i like you stop .
O O O O B_weather_descriptor B_date	should i take an umbrella today
O O O O O	one more time again .
O B_song_name I_song_name O B_artist_name I_artist_name	play be warned by tech n9ne
O O O O B_food_type I_food_type	find easy recipe for corn bread
O O O O O B_event_name	tell me more about that concert
O O B_relation I_relation O O B_personal_info I_personal_info I_personal_info	does my co worker have a home phone number
O B_person O B_event_name B_date	did ashwin joined party yesterday
O O O O B_artist_name I_artist_name I_artist_name O O	please play the early franks sinatra stuff i have
O O O O O O O O O O O	what is the name of that song that just went off
O O O O O O B_place_name	how many rivers are there in europe
O O O O B_radio_name I_radio_name I_radio_name I_radio_name I_radio_name	go to the station fm ninety six point five
O O O O O O O B_timeofday	have i set any alarms in the morning
O O B_list_name I_list_name O O O	delete the old playlist and create new
B_player_setting I_player_setting I_player_setting I_player_setting I_player_setting I_player_setting O O O B_app_name	resume play where i left off in book on audible
O O O O O O	what is going on around me
O O B_time I_time	alarm for ten am
O O O O O B_order_type	do you serve for home delivery
O O O O O O B_list_name	what 's in my list of tasks
O O O O	that is unimportant .
O O B_change_amount I_change_amount I_change_amount	raise lights to full power
O O	answer email
B_player_setting I_player_setting O B_audiobook_author I_audiobook_author B_media_type	start reading that alan partridge book
O O O O O	instructions to make a meal
O O O O B_change_amount I_change_amount I_change_amount	turn the speakers down to five percent
O O O O B_music_genre I_music_genre O B_date I_date I_date I_date I_date I_date O	select and play only christian rock from one thousand nine hundred and ninety upwards
O O O O O B_transport_type O O B_place_name	i need to book a train ticket to la
O O O B_event_name I_event_name O O O O B_date I_date O B_time I_time	please remove the doctor appointment in my calendar for february twelfth at nine am
O O O O B_business_name O O B_date	what is the highest microsoft stock price today
O O	repeat alarm
O O O O O B_weather_descriptor O B_place_name I_place_name O B_time I_time	tell me what was the temperature in our city at twelve pm
O O O B_list_name O	add milk to grocery list
O O O O O O O O O B_time I_time O	let me know of any incoming emails for the last hour please
O O O B_game_name I_game_name I_game_name I_game_name	let 's play never have i ever
O O O B_radio_name I_radio_name O O O O O O O	find the best rock station near my location and turn it on
O O O	on the plug
O O O O O O B_definition_word	hey what is the definition of recipe
U_business_name O O	honda stock price
O O B_food_type O O O	show me thai food near me
O O O O	who sings this song
O O O O O O O O O O	can you try the last one spoken once again .
O O O O O O O O O O O	i am sorry but i think that 's not correct .
O O O O B_device_type I_device_type	please turn on the smart socket
U_player_setting O	resume audiobook
O O O O O O O	who is the artist of this song
O B_business_name I_business_name O O	have bing 's stocks dropped
O O O O O	yeah that 's confirmed .
O O B_list_name I_list_name O	delete my to do list
O O O O O O O O	go to the third episode of this podcast
O O O O	what is your age
O O O O O O B_place_name I_place_name I_place_name	what is there to do in new york city
O O O B_device_type I_device_type	turn on the robot vacuum
O O O O B_order_type	does this place do takeaway
O O O O O O B_house_place I_house_place	turn the lights down in the living room
O O	increase light
O O O O	explanation of the song
O O	check currencies
O O B_event_name O B_time I_time O B_time I_time	reminder about meeting from eight am to twelve pm
O O O O O O O O O O O O O	could you please further elaborate me about what you have just said .
O O O O	could you speak up
O B_place_name O O O B_weather_descriptor I_weather_descriptor I_weather_descriptor I_weather_descriptor B_date O O O O O	is mysore going to be very hot and humid today what s the weather status
O O O O O O O O O	s2 , i do n't get your words .
O O O O	clear up my calendar
O B_color_type	light green
O O O O O O O O O O	would you tell me it one more time please .
O O O O O O B_personal_info I_personal_info O B_person I_person	can you give me the newest phone number for bobby mcgee
O O O B_house_place	please brighten the room
O O O O O O	you are my hero , .
O O O O O O O O O O O	i want to hear what i 've just said again .
O O O O	you rock , .
O O O O O O O O	my coffee is cold please make more coffee
O O O O B_food_type O B_place_name I_place_name	where is the best pizza on sixth street
O O O B_definition_word O	hey what does incite mean
O O O O O O O O O O	please save the remarks i have on this current song
O O O O B_person	write an email recipient ray
O O O O O	show local events near me
O B_radio_name	open radia
O O O O O O O O	remove the sms recipient which have initials s
O O B_food_type	show me pancakes
O O O B_artist_name B_song_name I_song_name I_song_name I_song_name	please play the beatles ps i love you
O O O O O B_event_name I_event_name O O B_place_name	can you find me a street fair in the neighborhood
O O O O O O O O O O	could you say the sentence spoken once again please .
O O O O	read out the list
O O O O O O O O O O O	dammit , it is n't what i am looking for .
B_device_type I_device_type I_device_type O	wemo plug socket off
O	life
O O B_transport_type O O	call a taxi for me
O O B_news_topic I_news_topic	get me match highlights
O O O O B_cooking_type O B_food_type O O O	how long should i cook a hamburger on each side
O O O B_weather_descriptor O O B_place_name B_date	is there any rains predicted for bangalore today
O O O O O O O B_date I_date O O B_date I_date	what day of the week does the twenty second fall on this month
O O O O O O B_house_place O O	please make arrangements to make the hall so brighter
O O O O O O	any one will be fine .
O O O O O B_place_name I_place_name B_date	are there any backups on route eighty today
O B_person I_person O O O O O O O B_timeofday	did linda connors reply to any of my emails this morning
O O O O O O O	how many alarms do i have set
O O O B_time I_time	disable alarm for three pm
O O O O B_date	clear my calendar for saturday
O O B_place_name O	where is morocco located
O O O O O B_place_name	how is the news in ireland
O O O O O	that 's good one .
O O O O O O O O O	can you take five and divide it by three
B_person I_person B_personal_info	julie 's information
O O O O O O O O O O O O	start playing from where i left off on the goblet of fire
O O O B_player_setting O	Please turn off shuffle setting
O O O O	save my music preferences
O O O O O	show various plants in earth
O O O O O O O	olly please will you shut up .
O O O O O B_date O O B_person O O	can you tell me on tuesday to give jane a call
O O O O	share me a joke
O O O O	turn on the socket
O B_house_place I_house_place O O O	raise living room lights half way
O O O O O O O O	tell what is the value of sin thirty
O O O O O O	i want the lights turned off
O O O O O O O	tell me the name of my lists
O O O O	how time is it
O O O O B_transport_type O O	where is the nearest train to me
O O	whatever .
O O O O	please do not speak
O O O O O O	please could you check question .
O O O O B_food_type O B_meal_type O O B_business_name I_business_name B_business_type O O O O	i feel like having soup for lunch order from wangs kitchen restaurant a chicken manchow soup
O O O O O O	check the current playing music title
O O O O O O O O	that 's all , just cancel it .
O O O O O O O O O O O	i think you made some mistake , please check it .
O O O	What 's playing
O O O O O O	am i gon na hit traffic
O O O O	clean my entire calendar
O B_movie_name I_movie_name I_movie_name I_movie_name I_movie_name I_movie_name	play led zeppelin houses of the holy
O O B_house_place O	turn off bedroom fan
O O O O O O O	check the weather app to see if
O O O O O O O O O	what genre of music is in my music folder
O O O O O O	sorry but it is incorrect .
O O O O B_relation O O O O	please reply to my colleagues mail about his query
O O O O O B_time I_time	please wake me up at eight am
O O O O O O	hey do you know any jokes
O O O O B_date	what is the traffic today
O B_device_type I_device_type	enable smart socket
O O O O O O O O O	what 's three plus three hundred and fifty five
O O O O O O B_date	are there any alarms going off today
O O O O O O	olly i like you cancel .
O O O O O O O O B_artist_name I_artist_name	i want to dance to the tune of raghu dixit
O O O O O	i want you cancel .
O O O O O B_date I_date	what alarms are set for this week
O B_place_name O O O B_place_name O	convert usa time in to indian time
O B_date I_date O O O O B_event_name I_event_name I_event_name I_event_name O O	on third april we will go to watch j llb movie set it
O O O O B_food_type I_food_type O	what temperature should a baked chicken be
O O O O O O O	i took my truck to the shop
O O	podcast play
O O O O O O	yeah you did it exactly .
O O O O O	what is twelve times eight
O O O B_joke_type O O	what is the funniest joke ever
O B_game_name I_game_name I_game_name O	play gta vice city game
O O O B_device_type I_device_type I_device_type	turn on the rice cooker socket
O O O O O O O O O O O	i want you to confirm what i last said please .
O O O O	olly skip two songs
O O O O O O O O B_currency_name O O B_currency_name	what is the current exchange rate between the dollar and the euro
O O O O O B_device_type	i want coffee from the machine
O O O O O O	would you shut off please .
O O O O O O	i want to listen to podcast
O O O O O O O O O B_relation	now i need to write an email to my colleague
O O O O O	check someone 's recent emails
O O B_list_name I_list_name O	check my to do list
O O O O	confirm the alarm time
O O O B_definition_word	tell me about rock
O O B_event_name I_event_name B_date I_date	is the balloon festival this weekend
O O O O O O O O O O	could you again elaborate me on your answers please .
O O B_person I_person O	play me john 's podcast
U_transport_agency O O O B_place_name	uber me to the airport
O O O B_list_name O	please delete the shopping list
O B_business_type O O O B_timeofday O O O O O B_place_name	what movie can i watch tonight on the theater here in boston
O O B_podcast_name I_podcast_name	start podcast mlb daily
O O O O O O O O O O	please speak the last one said one more time .
O O O O O B_time_zone I_time_zone I_time_zone I_time_zone I_time_zone	tell me the time in g. m. t. plus five
O O O O O O O B_food_type	can you pull up a recipe for spaghetti
O O O O O	what s the weather now
O O O O O O O O O	please play me a song from my favourite list
O O B_transport_type O O B_place_name O B_place_name I_place_name	book a train ticket from canada to las vegas
O O O O B_food_type I_food_type O O	how do i make tuna casserole from scratch
O O O O O O O B_house_place	can you increase the brightness in the room
O O B_definition_word O	what does potato mean
O O O O O O O O O	i want to drink the coffee that you made
O O O O O O	olly that will be all .
O O O B_food_type O O B_food_type O O O	i want two burgers and one coke order it fast
O O O O O O O O	what is the answer to two times three
O O	delete list
O B_game_name	play racing
O O O O O	what 's two plus two
O O O O O B_currency_name O B_currency_name	how much is twenty two usd in euros
O O O	light color change
O O O O O O O O B_date I_date B_event_name	please let me know the alarm kept for tuesday 's meeting
O O O O O O	can you please off the light
O	coffee
O O B_person I_person I_person O O O	when 's mark lanegan 's next album out
O O O O B_timeofday	what movies are playing tonight
O O O B_currency_name O O B_currency_name	what is the dollar against the pound
O O B_business_type O B_order_type O	is the restaurant having delivery facility
O O	nighttime mode
O O O O O O	what lists do i have queried
O O O O O O O O O	please find the radio station currently playing howard stern
O B_date O B_weather_descriptor O	is today a sunscreen day
O O O O O O O B_date	what 's on my list to do today
O O O O O B_movie_type O	do you have any suggestion action movies
O O O	commence coffee making
O O O O	start the radio now
O O O O O O	olly will you cancel it .
O O O O O O O	whatever will be okay for me .
O O O O O	what does the clock say
O O O O O B_media_type I_media_type	give me the headlines from sky news
O O O	erase previous list
O O O O O	this song is too good
O B_device_type I_device_type	start coffee machine
O O O O O B_color_type	make the light in here redder
O O O O O B_media_type	do i have any new tweets
O O O O	delete the first alarm
O O O O	go to email compile
O B_food_type O B_business_name I_business_name O B_order_type I_order_type	order spaghetti from spaghetti warehouse to bring home
O O O O O	this is my favorite song
O B_podcast_descriptor I_podcast_descriptor	podcast next episode
O O O O B_food_type B_order_type	i want to order chinese takeout
O O O O O	what 's interesting around here
O O O O O	Show me popular exchange rates
O O B_player_setting O O O O O	can you forward an episode in the podcast
O O B_transport_type O O O O B_place_name O B_time	book a taxi to go to the movies at one
O O O B_business_type O B_place_name	please recommend a restaurant in seattle
O O O O	play the latest games
O O O B_transport_type O B_place_name I_place_name	please send a taxi to my house
O O O O O O	nope , you are incorrect .
O O O O O B_joke_type I_joke_type O	i want to hear a yo mama joke
O O B_food_type O O O O O O	what the sexiest food to cook on a date
O O B_date I_date O	what are today 's headlines
O O O O O O O	your answer was not so clear .
O B_song_name O O	play closer music track
O O O O O O O	say it one more time please .
O O O O	bring back talking after
O O O O O O O O B_place_name	tell me all the current events in my hometown
O O O O O O	when is the next lakers game
O O O O O O	send this song to my favorites
O O	launch game
O O O O O O B_time_zone I_time_zone	what time is it on the west coast
O O O B_person O O O O O B_date O B_time I_time O O	send mail to bubbles i want to meet her tomorrow at two pm in office
O O O O O O O B_coffee_type I_coffee_type I_coffee_type I_coffee_type	make me a cup of coffee with salted carmel flavored cream
O O O O O O B_place_name I_place_name O B_place_name I_place_name O O	is there heavy traffic on the I fifteen in las vegas right now
O O O O O O O O O	i can not quite catch up with you .
O O O B_time I_time I_time I_time	remind me at one thousand three hundred
O O O O B_time I_time O O B_timeofday B_date	set my alarm for six thirty in the morning tomorrow
U_player_setting B_audiobook_name	resume story
U_player_setting O O O	move to next section
O O B_date O	what is tomorrows events
O O O O O O O	what is the current date time group
O O O O O O O O O	how many work contacts are in my phone book
O O O O O B_place_name	what time is it in england
O O O O O O O B_time I_time O O B_person	what is on the agenda for the four pm meeting with joe
O B_media_type	play tunes
U_player_setting O B_song_name I_song_name	repeat the last song
O O O O O O O	that is enough , stop it .
O O O	please be silent
B_place_name I_place_name O	new york time
O O O O O O O O O	dammit , that 's not what i said .
O O O O O	please turn the volume down
O O O O B_news_topic	show latest news about migration
B_podcast_descriptor I_podcast_descriptor O	next episode please
O O O O B_event_name	cancel the plan of party
O O O O O B_playlist_name O O O O	hi google play me playlist wacky in my gaana application
O O O O O O O O O	sorry but you have messed up the command .
O O O O O O O O O O O	no , i think that 's not the right response .
O O O O O O O B_time I_time	have i received any mail in the last hour
O O O B_transport_descriptor B_transport_type O O O B_place_name I_place_name I_place_name O B_time I_time I_time	book me a single train ticket travelling to new york city leaving after nine am
O O O B_food_type B_business_type O B_place_name	are there any veg restaurants in phoenix
O O B_person I_person B_event_name	when is john 's birthday
O O O O O B_email_folder	can you open the reply inbox
O O O O B_time I_time	set an alarm for seven am
O O O O O O	give me my social media update
O O O O O O B_business_type I_business_type O B_place_name I_place_name	where can i find a good taco truck in los angles
O O O O O O O	what music do i usually listen to
O O B_media_type O B_business_name I_business_name	send a tweet to national grid
O O O O O	please check the command .
O O O O O O O O B_relation O O O O O O	show me a list of places where my relatives have been based on their photos
O O O O O	do not really care .
O O B_food_type B_business_type	locate local pizza shops
O O O O	Please pause the song
O O O O O	how is the traffic now
O O O O O O O O O	olly i would like you just cancel it .
O O O O O O O O	yeap you have got my instructions perfectly .
O O O O	change color of lights
O O O O O O O	does not really matter to me .
O O O O O O O	check and confirm the details please .
O O O O O O	can you turn up the volume
B_game_name I_game_name O	angry bird play
O O B_definition_word	what is piramid
O O O O O B_house_place	turn off lights in all bathrooms
O O O O B_transport_type O B_place_name	when is the next train to london
O O O	are you human
O O O O O O O O O	i like you to confirm the details please .
O B_music_genre	play foke
O O O B_alarm_type I_alarm_type O O O O O O O O O O B_date I_date	what is the wake up time for my alarm i have set for the flight this weekend
U_business_type O O O	theaters near to me
B_song_name I_song_name I_song_name I_song_name O O O O O O O O O O O O	hips do nt lie that s the song i would like you to play for me
O O O O O O	i do not really care .
O O O O O O O O B_currency_name O B_currency_name I_currency_name I_currency_name	what 's the current exchange rate for the euro against u. s. d.
O O O O O O O O	oops , you did not get me .
O O O B_device_type I_device_type I_device_type	turn on the wemo plug socket
O O O O O B_list_name O	please add deodorant to my shopping list
O O O O O O O O O O O	could you try what you just said one more again .
O O O O O O O O B_event_name	please add list of things to buy for party
O O O O O O O O B_business_name	what is the fastest way to get to starbucks
O O O O O O O	do i have any new friend requests
U_business_name O O	amazon stock price
O O	be quiet
O O O	make some coffee
O O O O O O B_event_name O O B_date O O O O O O	i am no longer attending the wedding on the tenth so remove it from my calendar
O O O O O O	tag this song with five stars
O O O	start a list
O O O O O O O O	yeap you have gotten the command perfectly .
O O O O O B_order_type I_order_type	what are the offers in uber eats
O O O O O O O	what 's next song on my playlist
O O	mute audio
O O O O O O B_list_name O	did i add milk to the shopping list
O O B_event_name O B_date	delete my meeting for tomorrow
O O O O B_relation O O O O O O O O O O	send an email to grandma saying we are dropping by on saturday see you then
O O O O O O	where can i go shopping here
O O O O	tell me weather forecast
O O O O O O O B_food_type I_food_type I_food_type	can you tell me how to cook chocolate chip cookies
U_business_name O O	tvs stock price
O O O O B_list_name I_list_name I_list_name O	add eggs to my grocery 's shopping list
O O B_media_type O	check my facebook notification
O O O O O O O O O O O	i need you to find a good channels to listen to
O B_business_type I_business_type O O O	what train companies are near me
O O O O O O	give details about the current traffic
O O O O B_date I_date O B_event_name I_event_name	set a notification on third march about company meeting
O O O O O O B_event_name O O O O B_place_name I_place_name	make a list of all the halloween events going around in new york
O O O O B_business_type I_business_type	where is the nearest atm machine
O O O O	turn speaker volume down
O O O O O O	open a new list for me
O O O O O B_date I_date	tell me what 's happening this week
O O O O O O B_list_name O	what do i have on my shopping list
O O O O	turn the lights on
O B_device_type	start irobot
O B_time I_time O O B_time I_time O O	remove six am alarm of whole week for future
O O O O O O O O O O	are there any detours that i need to know about
O O O O O O	please tell me about upcoming alarms
O O O O B_general_frequency O O O	i want to listen daily to this song
O O O O O	send an email for me
O O O O O	please tell about the alarms
O O O	what 's next
O O O O O O	what movie are playing near me
O O O O B_house_place O	please shut off the kitchen lights
O O O O O O O O O	that 's amazing work , i appreciate it .
O O O O O O O O O O O O O O	what was the date when the plum street temple in cincinnati ohio was built
O O O O B_time	wake me up at ten
O O O O O O	hey olly turn the radio on
O B_business_name	order mcdonalds
O O B_order_type	do they deliver
O O O O O O	how often do you complete updates
O O O O O O O	please tell me what lists i have
O B_list_name I_list_name O	delete happy dance playlist
O O O O O O O	please check last thing i said .
O O O O O O O O O O O O	oh no , this was not what i was searching for .
O O O O O B_business_name O	list the current price of microsoft shares
O O O B_game_name I_game_name	let 's play space invaders
O O B_relation O B_relation I_relation B_event_name B_person O O O O O O O O O O	email my sister about mom 's birthday jane we should think about arranging the party at the park
O O O O O O O	is there anything left on my list
O O O O O O O O O O	rephrase me about what you 've said further please .
O O O O	what lists are open
O O O O O B_relation	read new messages from my wife
O O O O B_transport_type O O O B_relation	can you book a train ticket for my father
O O B_definition_word O O	what does tacobell stand for
O O O O O O O O	could you clarify me on it further .
O O O O O O O	olly will you please shut off .
O O O O O O O O O	once again clarify me about your answers please .
O O B_change_amount I_change_amount I_change_amount	set brightness to fifty percent
O O O O O O O O O	would you like to play a game with me
O O O O O O O B_time_zone	can you change my time zone to central
O O O O O B_list_name O	put pencil on a new grocery list
O O O O O B_order_type O B_business_name I_business_name I_business_name	i want to order a takeaway from papa john 's
O O O B_transport_type O B_place_name O B_place_name I_place_name O O B_timeofday	is there a train from philadelphia to new york city at noon
O O O O	disable the first alarm
O O O O O O B_currency_name I_currency_name I_currency_name O B_currency_name I_currency_name O	what 's the rate between the u. s. d. and ukraine 's currency
O O O O O O	remember to put carrots in there
O O	quiet time
O O B_color_type O O O B_house_place O O	i like red colour for my home change it
O O O O O O O O O O O O O	will you tell me what you have said one more time please .
O O O O O O	read me new messages from name
O O B_person	please email celine
U_player_setting O	shuffle song
O O O O O O O O O O O O O O	i would like it if my robot could engage in deep conversation with me
O O O O O O	turn the vibrate off from speaker
O O O O B_place_name I_place_name I_place_name	what 's going on around the neighborhood
O O B_event_name O O O B_date I_date I_date I_date	when is easter in the year two thousand and eighteen
